geo_cluster,n_stops,n_station_ids_tras_paso2,n_agencias,agencias,nombres
1172,9,5,3,"['CC', 'RTP', 'TROLE']","['Eje 9 Sur Calz. Taxqueña - Calle A', 'Eje 9 Sur Calz. Taxqueña - Eje 2 Ote. (Heroica Escuela Naval Militar)', 'Escuela Naval M. y Taxqueña', 'Escuela Naval Militar', 'Escuela Naval Militar - Calz. Taxqueña']"
47,9,8,3,"['PUMABUS', 'RTP', 'TROLE']","['Av. Universidad', 'Av. Universidad - UNAM', 'Derecho', 'Facultad de Derecho', 'Psicología', 'Retorno Copilco', 'Superama y Puente Peatonal', 'Unidad Habitacional']"
143,9,4,2,"['CC', 'RTP']","['Felipe Carrillo Puerto - Lago Constanza', 'Felipe Carrillo Puerto - Mar Irlanda', 'Felipe Carrillo Puerto - Marina Nacional', 'Marina  Nacional - Carrillo Puerto', 'Marina Nacional - Carrillo Puerto', 'Marina Nacional - Felipe Carrillo Puerto', 'Marina Nacional - Lago Espiridino']"
130,8,3,2,"['CC', 'RTP']","['Ricardo Flores Magón - Lerdo', 'Ricardo Flores Magón - Tienda ISSSTE', 'Ricardo Flores Magón - Zarco']"
131,8,4,3,"['CC', 'MB', 'RTP']","['Flores Magón ', 'Ricardo Flores Magón', 'Ricardo Flores Magón  - Zaragoza', 'Ricardo Flores Magón - Eje Guerrero', 'Ricardo Flores Magón - Guerrero', 'Ricardo Flores Magón - Zaragoza']"
132,8,3,2,"['CC', 'RTP']","['Ricardo Flores Magón - Cedro', 'Ricardo Flores Magón - Fresno', 'Ricardo Flores Magón - Laurel', 'Ricardo Flores Magón - Sabino']"
134,8,5,2,"['CC', 'RTP']","['Av. de los Maestros - Calz. de los Gallos', 'Calz. Camarones y Calz. de los Gallos', 'Calz. de los Gallos - Av. de los Maestros', 'Calz. de los Gallos - Plan de San Luis', 'Calz. de los Gallos y Plan de Agua Prieta', 'Plan de Ayala - Calz. de los Gallos', 'Plan de San Luis - Av. de los Gallos']"
1222,8,6,2,"['CC', 'RTP']","['Av. del Trabajo y Platino', 'Boleo - Cobre y Platino', 'Boleo - Platino', 'C. Platino y Eje 1 Ote. Boleo', 'Mellado - Platino', 'Platino - Ferrocarril Hidalgo', 'Platino - Mellado']"
17,8,8,2,"['RTP', 'TROLE']","['Acahualtepec', 'Av. Santiago - Eje 8 Sur Av. Calz. Ermita Iztapalapa', 'Calz. Ermita Iztapalapa - Cuauhtémoc', 'Calz. Ermita Iztapalapa - Luis Cervantes', 'Calz. Ermita Iztapalapa - Niños Héroes', 'Calz. Ermita Iztapalapa - Santiago', 'Eje 8 Sur Calz. Ermita Iztapalapa - Moctezuma', 'Rafael Reyes - Eje 8 Sur Calz. Ermita Iztapalapa']"
103,8,6,4,"['CC', 'MB', 'RTP', 'TROLE']","['Av. Paseo de la Reforma - Ricardo Flores Magón', 'Glorieta Cuitláhuac', 'González Bocanegra', 'Matamoros', 'Reforma - Allende', 'Ricardo Flores Magón - Allende', 'Ricardo Flores Magón - Paseo de la Reforma']"
112,8,3,3,"['CC', 'MB', 'METRO']","['Av. Eduardo Molina y Calz. Ignacio Zaragoza', 'Base CETRAM Metro San Lázaro', 'Eje 3 Ote. Ing Eduardo Molina y MB San Lázaro', 'San Lázaro', 'San Lázaro Norte', 'San Lázaro Oriente', 'San Lázaro Sur']"
1195,8,4,3,"['CC', 'MB', 'RTP']","['Congreso de la Unión y Héroes de Nacozari', 'Eje 2 Ote. H Congreso de la Unión y Héroe de Nacozari', 'Honorable Congreso de la Unión - Héroe de Nacozari', 'Honorable Congreso de la Unión - San Andres Tomatlan', 'Héroe de Nacozari y Eje 2 Ote. H. Congreso de la Unión', 'Morelos']"
610,8,7,2,"['CC', 'RTP']","['Anillo Periférico Sur - Miguel Cabrera', 'Anillo Periférico Sur - Rosa Trepadora', 'Lomas de Plateros', 'Periférico - Mixcoac', 'Periférico - Plateros', 'Periférico y Rosa Trepadora', 'Sassoferrato']"
444,8,6,2,"['CC', 'RTP']","['Anillo Periférico Canal de Garay - Av. Pantitlan', 'Anillo Periférico Canal de Garay - Xochimilco', 'Base Calle 7', 'Calle 6 - Priv. Huasteca', 'Eje 1 Norte Xochimilco - Calle 6', 'Eje 1 Xochimilco - Calle 6', 'Periférico - Av. Pantitlan', 'Periférico - Av. Pantitlán']"
1866,8,4,2,"['CC', 'RTP']","['Calz. de la Virgen - Catalina Buendia', 'Calz. de la Virgen - Magdalena', 'Calz. de la Virgen - Soledad Solorzano', 'Calz. de la Virgen - Tepehuanes', 'Calzada de La Virgen - Catalina Buendía', 'Calzada de La Virgen - Magdalena Cobos', 'Calzada de La Virgen - Soledad Solorzano']"
613,8,4,2,"['CC', 'RTP']","['Anillo Periférico Sur - Price Club', 'Anillo Periférico Sur - San Antonio', 'Periférico - San Antonio', 'Periférico y San Antonio', 'Periférico, Puente hacia Periférico Norte']"
425,8,8,2,"['CC', 'RTP']","['Bosque de Pirules', 'Bosques Guanacastes', 'Bosques de Castillas', 'Bosques de Colibries', 'Bosques de Reforma - Bosques de Castillos', 'Bosques de Reforma - Bosques de Colorines', 'Bosques de la Reforma - Bosque de Guanacastes', 'Bosques de la Reforma - Bosque de Pirules']"
567,8,6,3,"['CC', 'METRO', 'RTP']","['Calz. San Antonio Abad - Manuel María Flores', 'Calz. San Antonio Abad - Metro San Antonio Abad', 'Manuel Gutiérrez Nájera (base)', 'San Antonio Abad', 'San Antonio Abad - Gutiérrez Nájera', 'San Antonio Abad - Manuel M. Flores', 'San Antonio Abad - Metro San Antonio Abad']"
574,8,7,2,"['CC', 'RTP']","['Anillo Periférico Canal de Garay - Canal Nacional', 'Anillo Periférico Canal de Garay - Canal de Chalco', 'Anillo Periférico Canal de Garay - Parque Ecológico Xochimilco I', 'Base Canal de Chalco', 'Base Canal de Chalco y Periférico', 'Base Periférico Canal de Chalco', 'Canal de Chalco - Anillo Periférico Canal de Garay', 'Canal de Chalco - Calle 2']"
1603,8,3,2,"['CC', 'TROLE']","['Central', 'Division Del Norte', 'División del Norte', 'Sobre Av. División del Norte y Av. Miguel Angel de Quevedo']"
424,8,5,2,"['CC', 'RTP']","['Bosques de Abedules', 'Bosques de Ailes', 'Bosques de Maples', 'Bosques de Reforma -  Bosques de Abedules', 'Bosques de Reforma - Bosques de Magnolia', 'Bosques de la Reforma - Bosque Ailes', 'Bosques de la Reforma - Bosque de Magnolias', 'Magnolia']"
366,8,6,3,"['CC', 'RTP', 'TROLE']","['Eje Central Lázaro Cardenas - Eje 4 Norte Av. Fortuna', 'Eje Central Lázaro Cardenas - Puente de Fortuna', 'Frente a Tesorería', 'IMSS', 'Lat. Eje 4', 'Poniente 128', 'Tesorería']"
368,8,5,3,"['CC', 'RTP', 'TROLE']","['Av. Eje Central', 'Eje Central y Miguel Othón', 'Eje Central y Othon de Mendizabal', 'J. Othón de Medizabal', 'J. Othón de Mendizabal', 'Miguel Othon de Mendizabal - Eje Central 100 Metros', 'Othon de Mendizabal']"
373,8,4,2,"['CC', 'RTP']","['MontaNas Calizas - Paseo de las Palmas', 'Paseo de las Palmas - Monte Tabor', 'Paseo de las Palmas - Sierra Gorda', 'Paseo de las Palmas - Sierra Maika']"
352,8,2,4,"['CC', 'MB', 'METRO', 'TROLE']","['Baseo Museo Franz Mayer', 'Bellas Artes', 'Donceles']"
1929,8,4,2,"['CC', 'RTP']","['Av. León de los Aldama - Otumba', 'Av. León de los Aldama - Río de los Remedios', 'Av. León de los Aldama y Av. Río de los Remedios', 'Av. León de los Aldama y Otumba', 'Gobernador Darío López y Otumba', 'León de los Aldama y Camino Real', 'Otumba y León de los Aldama']"
1947,8,7,2,"['CC', 'RTP']","['Circuito Interior - Centenario', 'Rio Churubusco y Abasolo', 'Rio Churubusco y Agustín Gutiérrez', 'Rio Churubusco y Aldama', 'Rio Churubusco y Centenario', 'Rio Churubusco y Gómez Farías', 'Rio Churubusco y México Coyoacán']"
666,8,6,3,"['CC', 'RTP', 'TROLE']","['Congreso de la Unión', 'Congreso de la Unión y Av. del Taller', 'Del Taller', 'Eje 2 Ote. H Congreso de la Unión y Av. del  Taller', 'Eje 2A Sur Av. del Taller - Cajeme', 'Eje 2A Sur Av. del Taller - Eje 2 Oriente Honorable Congreso de la Unión', 'Honorable Congreso de la Unión - Av. del Taller']"
669,8,6,2,"['CC', 'TROLE']","['5 de Febrero', 'Eje 2A Sur Manuel Payno - 5 de Febrero', 'Eje 2A Sur Manuel Payno - Isabel la Católica', 'Isabel la Católica', 'Manuel J. Othon e Isabel la Católica', 'Manuel J. Othon y 5 de Febrero']"
336,8,5,2,"['CC', 'RTP']","['Lerdo de Tejada', 'Lucio Blanco', 'Miguel Lerdo de Tejada', 'Rancho Grande', 'San Miguel']"
771,8,3,3,"['CC', 'RTP', 'TROLE']","['José Loreto Fabela - Puerto Tampico', 'José Loreto Fabela - Puerto de Tampico', 'Loreto Fabela - Puerto Tampico', 'Puerto Tampico y José Loreto Fabela', 'Puerto Tampico y Puerto Ciudad Madero', 'Puerto de Tampico']"
742,8,3,3,"['CC', 'RTP', 'TROLE']","['Calle 16 - Cuitlahuac', 'Central Sur', 'Cuitlahuac - Calle 16', 'Eje 3 Norte Av. Cuitlahuac - Central Sur']"
748,8,3,3,"['CC', 'RTP', 'TROLE']","['Eje 3 Norte Ángel Albino Corzo - Norte 54A', 'Eje 3 Norte Ángel Albino Corzo - Norte 58', 'Norte 54 A', 'Norte 54-A', 'Norte 58']"
579,8,6,2,"['CC', 'RTP']","['Anillo Periférico Blvd. Adolfo Ruiz Cortines - Hacienda Glorieta de Vaqueritos', 'Anillo Periférico Blvd. Adolfo Ruiz Cortines - Prol. División del Norte', 'Anillo Periférico Canal de Garay - Glorieta de Vaqueritos', 'Periférico - Vaqueritos', 'Periférico - Vaqueritos 2', 'Plaza Vaqueritos', 'Sobre Anillo Periférico y Av. El Farol', 'Sobre Anillo Periférico y Av. El Farol 2']"
499,8,7,3,"['CC', 'RTP', 'TL']","['Calz. de Tlalpan - Vergel', 'Calz. de Tlalpan - Viaducto Tlalpan', 'El Vergel', 'Sobre Calz. De Tlalpan y El Vergel', 'Sobre Calz. De Tlalpan y Hidalgo', 'Tlalpan e Hidalgo', 'Tlalpan- El Vergel', 'Tlapan - El Vergel']"
472,8,6,2,"['CC', 'RTP']","['Base Cuatro Caminos', 'Cetram Metro Cuatro Caminos ', 'Ingenierons Militares y Transmisiones Militares', 'Ingenieros Militares - Panteón Sanctorum', 'Ingenieros Militares - Transmisiones Militares Panteón Sanctorum', 'Ingenieros Militares - Unidad Demet', 'Transmisiones Militares - Ingenieros Militares']"
897,8,5,3,"['CC', 'MB', 'RTP']","['Alameda Oriente', 'Anillo Periférico Canal de Garay - Av. Bordo de Xochiaca', 'Anillo Periférico Canal de Garay - Primera Avenida', 'Base Alameda Oriente', 'Bordo - Periférico', 'Bordo de Xochiaca - Anillo Periférico Canal de Garay', 'C. C. Alameda Oriente - Av. Bordo de Xochiaca y XIutetelco', 'Periférico - Av. Bordo']"
2055,8,5,2,"['CC', 'RTP']","['Av. Santa Ursula - Nezahualpilli', 'Av. Sta. Úrsula y San Valentin', 'Av. Sta. Úsula y San Valentin', 'Nezahualpilli - Coras', 'San Guillermo y Sta. Ursula', 'Santa Ursula - San Gabino', 'Santa Ursula - San Guillermo']"
923,8,6,3,"['CC', 'RTP', 'TL']","['Calz. de Tlalpan - La Virgen', 'Calz. de Tlalpan - Llanten', 'La Virgen', 'Tlalpan - La Virgen', 'Tlalpan - Llanten', 'Tlalpan y Bugambilia', 'Tlalpan y La Virgen']"
2279,8,6,2,"['CC', 'RTP']","['Aguascalientes', 'Campeche', 'México Norte', 'Nuevo León', 'Nuevo León Ote. y México Norte', 'Nuevo León Pte. y México Norte', 'Nuevo León Pte. y Nayarit Norte']"
210,8,6,3,"['CC', 'METRO', 'RTP']","['Calle 22', 'Circuito Interior - Eje 5 Sur San Antonio', 'Metro San Antonio', 'Revolución y Andrea del Castagno', 'Revolución y Calle 22', 'Revolución y San Antonio', 'San Antonio']"
198,8,7,2,"['CC', 'RTP']","['Circuito Interior Y Holbein', 'Circuito Interior e INEGI', 'Circuito Interior y Rubens', 'Holbein', 'INEGI', 'Irineo Paz', 'Rubens']"
954,8,6,2,"['CC', 'RTP']","['Av. Canal del Norte y Av. del Trabajo', 'Av. Canal del Norte y Boleo', 'Av. del Trabajo y Canal del Norte', 'Boleo - Eje 2 Norte Canal del Norte', 'Boleo- Ejer 2 Norte Canal del Norte', 'Eje 1 Ote. Av. del  Trabajo y Granada', 'Eje 1 Ote. Boleo y Eje 2 Nte. Canal del Norte', 'Talabarteros y Jarcería']"
1060,8,7,3,"['CC', 'METRO', 'TROLE']","['Añil y Atletas', 'Añil y ENSED', 'Añil y Río de la Piedad', 'ESEF', 'Velódromo', 'Viaducto Río de la Piedad y metro Velódromo']"
1308,8,4,3,"['CC', 'METRO', 'TROLE']","['Av. Tláhuac - Metro Lomas Estrella', 'Av. Tláhuac - P° de Sicilia', 'Bahamas', 'Lomas Estrella', 'Viveros']"
184,8,7,2,"['CC', 'RTP']","['Cipres - Río Consulado', 'Circuito Interior - Ciprés', 'Circuito Interior - Guayabo', 'Circuito Interior - Pino', 'Circuito Interior -Chopo', 'Paseo de las Jacarandas - Pino', 'Pino - Río Consulado']"
185,8,6,3,"['CC', 'MB', 'RTP']","['Circuito', 'Circuito Interior - Av. Insurgentes', 'Circuito Interior - Calz. Vallejo', 'Circuito Interior - Hospital de la Raza', 'Circuito Interior - Hospital la Raza', 'Eje 1 Poniente', 'Paseo de las Jacarandas - Tlaxcaltecas']"
159,8,5,2,"['CC', 'RTP']","['Oriente 102', 'Oriente 106', 'Rio Churubusco  y Recreo', 'Rio Churubusco y Oriente', 'Rio Churubusco y Oriente 106', 'Rio churubusco y Oriente 106', 'Río Churubusco - Oriente 106']"
1049,8,5,4,"['CC', 'MB', 'RTP', 'TROLE']","['La Diana', 'Paseo de la Reforma y Río Misisipi', 'Río Mississippi - Reforma', 'Río Mississippi - Río Lerma', 'Río Mississippi y Paseo de la Reforma']"
528,8,7,2,"['CC', 'RTP']","['16 de Septiembre - Heliotropo', '16 de Septiembre - Lobelia', 'Av. 16 de Septiembre - Calle Maíz', 'Base Deportivo Xochimilco', 'Capulines', 'Guadalupe Inclan Ramírez - Prol. 16 de Septiembre', 'Prol. 16 de Septiembre - Capulines']"
530,8,6,3,"['CC', 'RTP', 'TL']","['20 de Noviembre', '20 de Noviembre - Prol. División del Norte', 'Cuauhtémoc', 'Francisco Goitia', 'Prol. Div. Del Norte y 20 de Noviembre', 'Prol. Div. Del Norte y Av. 20 de noviembre', 'Prol. División del Norte - 20 de Noviembre', 'Prol. División del Norte - Callejón Zacatecas']"
1,8,8,2,"['CC', 'RTP']","['Circuito Interio - Atzayacatl', 'Circuito Interior - Fancisco Pimentel', 'Circuito Interior - Guillermo Prieto', 'Circuito Interior Melchor Ocampo - Atzayactl', 'Circuito Interior Melchor Ocampo - Guillermo Prieto', 'Guillermo Prieto', 'Melchor Ocampo  83', 'Virginia Fabregas - Alfonso Herrera']"
2600,7,4,2,"['CC', 'RTP']","['Alfonso Caso', 'Alfonso Caso Andrade', 'Alfonso Caso y Luz y Fuerza', 'Medanos']"
164,7,6,2,"['CC', 'TROLE']","['Av. 535', 'Circuito Interior - Av 535', 'Circuito Interior - Pekín', 'Circuito Interior Av. Río Consulado y Pekin', 'Pekin', 'Pekín']"
1093,7,4,3,"['CC', 'MB', 'METRO']","['Baja California y Chilpancingo', 'Baja California y Tlacotalpan', 'Baja California y Tuxpan', 'Chilpancingo']"
484,7,5,2,"['CC', 'RTP']","['Base Tlalaxco México-Cuernavaca Libre', 'Carretera Federal a Cuernavaca - Tijuamaloapan', 'Kilometro 23', 'México-Cuernavaca Libre - Km 23 Morelos', 'San Andres']"
625,7,5,2,"['CC', 'RTP']","['Anillo PEriférico Blvd. Manuel Avila Camacho - Ejercito Nacional', 'Anillo Periférico Blvd. Manuel Avila Camacho - General Juan Cabral', 'Av. Ejército Nacional y Juan Racine', 'Av. Ejército Nacional y Periférico', 'Blvd. Manuel Avila C. y Av. Ejército Nacional', 'Blvd. Manuel Avila C. y Ejército Nacional', 'Periférico - Ejército Nacional']"
564,7,5,2,"['CC', 'RTP']","['Calle Juan E. Hernández y Dávalos - Calz. San Antonio Abad', 'Calz. San Antonio Abad - Hernández Davalos', 'Calz. San Antonio Abad - Toribio Medina', 'Calz. de Tlalpan - Metro Viaducto', 'San Antonio Abad - 24 Batallón de Policia Militar', 'San Antonio Abad - Juan Hernández y Dávalos', 'San Antonio Abad - Toribio Medina']"
601,7,6,2,"['CC', 'RTP']","['Anillo Periférico Blvd. Adolfo Ruiz Cortines - Blvd. de la Luz', 'Bolvd. de la Luz', 'Boulevard de la Luz', 'Camino a Santa Teresa', 'Periférico', 'Periférico - Blvd. de la Luz']"
1070,7,5,2,"['CC', 'RTP']","['Av. Constituyentes - UVM', 'Av. Contituyentes - Gobernador Tiburcio Montiel', 'Constituyentes y Juan Cano', 'Gob. Rafael Rebollar y Constituyentes', 'Gob. Rafael Rebollar y Gob. José María Tomel']"
469,7,7,2,"['CC', 'METRO']","['Calz. México Tacuba - Maestro Rural', 'Colegio Militar', 'Felipe Carrillo Puerto - Av. México Tacuba', 'Felipe Carrillo Puerto - Lago Zirahuen', 'México-Tacuba - Carrillo Puerto', 'México-Tacuba - Maestro Rural', 'México-Tacuba - Metro Colegio Militar']"
1087,7,3,3,"['CC', 'METRO', 'TROLE']","['Dr. I. Morones Prieto y Eje Central', 'José Peon Contreras y Eje Central', 'Lázaro Cárdenas']"
188,7,3,3,"['CC', 'METRO', 'RTP']","['Circuito Interior - Eduardo Molina', 'Circuito Interior - Metro Eduardo Molina', 'Eduardo Molina', 'Metro Eduardo Molina', 'Norte 86 y Oriente 81']"
1739,7,7,2,"['CC', 'RTP']","['Felipe Ángeles', 'Prol. Div. Del Norte y Constitución de 1824', 'Prol. Div. Del Norte y Privada del Bosque', 'Prol. División del Norte - Felipe Neri', 'Prol. División del Norte - Plan de Ayala', 'Prol. División del Norte - Ricardo Flores Magón', 'Villa de Ayala']"
1855,7,3,2,"['CC', 'RTP']","['Av. Santa Ana - Alfredo V. Bonfil', 'Av. Santa Ana - Ejido San Miguel Xicalco', 'Av. Santa Ana - Rosa Ma. Sequeira', 'Av. Santa Ana - Rosa María Sequeira', 'Av. Santa Ana - Rosa María Sequeiros', 'Rosa María Sequeira - Av. Santa Ana']"
404,7,5,2,"['CC', 'RTP']","['Av. Constituyentes - Radio Centro', 'Frente a Grupo Radio Centro', 'Frente a Torre Lomas Altas', 'Paseo de la Reforma', 'Paseo de la Reforma  - Constituyentes', 'Paseo de la Reforma - Av. Constituyentes', 'Paseo de la Reforma - Constituyentes']"
1738,7,5,2,"['CC', 'RTP']","['Calle 14 de Febrero - Prol. División del Norte', 'Prol. Div. Del Norte y 10 de Abril', 'Prol. Div. Del Norte y Av. San Lorenzo', 'Prol. División del Norte - 10 de Abril 1919', 'Prol. División del Norte - Av. San Lorenzo', 'Prol. División del Norte - Plaza Vaqueritos', 'San Lorenzo - División del Norte']"
985,7,5,2,"['CC', 'RTP']","['José María Rico y Eje 8 Sur - San Francisco', 'José María Rico y Moras', 'Moras', 'Moras y José María Rico', 'San Francisco', 'San Francisco y José María Rico']"
974,7,6,2,"['CC', 'RTP']","['Av. Morelos', 'Av. Morelos 2', 'Calz. Lucio Blanco y Manuel Salazar', 'Calz. San Isidro', 'Calz. San Isidro y Manuel Salazar', 'Morelos']"
956,7,4,3,"['CC', 'MB', 'TROLE']","['Av. Canal del Norte y Jesús Carranza', 'Canal del Norte', 'Manuel González', 'Manuel González y Paseo de la Reforma Norte', 'Peralvillo']"
969,7,5,3,"['CC', 'RTP', 'TROLE']","['16 de Septiembre y 22 de Febrero', '22 de Febrero', 'Azcapotzalco y 22 de Febrero', 'Calz. Camarones y 22 de Febrero', 'Camarones - 22 de Febrero']"
1002,7,4,2,"['CC', 'RTP']","['Av. Popocatepetl - División del Norte', 'Eje 8 Popocatepetl - Tokio', 'José María Rico y División del Norte', 'Sobre Av. División del Norte y Av. Nevado', 'Sobre Av. División del Norte y Av. Popocatepetl', 'Sobre Av. División del Norte y Av. Popocatépetl']"
730,7,4,3,"['CC', 'RTP', 'TROLE']","['Eje 3 Norte Av. Cuitláhuac - Real del Monte', 'Eje 3 Norte Av. Ing. Robles Domínguez - Real del Monte', 'Eje 3 Norte Av. Ing. Robles Domínguez - Tetratzini', 'Real del Monte']"
1710,7,4,2,"['CC', 'RTP']","['Aida', 'Diego Rivera', 'Estación', 'Magnolia']"
1333,7,7,2,"['METRO', 'RTP']","['Calz. Ermita Iztapalapa - Av. San Lorenzo', 'Calz. Ermita Iztapalapa - Campánula', 'Calz. Ermita Iztapalapa - Guadalupe Victoria y San Lorenzo', 'Calz. Ermita Iztapalapa - Metro UAM', 'Calz. Ermita Iztapalapa - San Felipe de Jesús', 'Calz. Ermita Zaragoza - Campanula', 'UAM-I']"
686,7,5,3,"['CC', 'RTP', 'TROLE']","['Base Calle 81', 'Calle 77 - Calz. Ignacio Zaragoza', 'Calz. Ignacio Zaragoza - Eje 4 Oriente Av. Río Churubusco', 'Calz. Ignacio Zaragoza - Simon Audenard', 'Calz. Ignacion Zaragoza - Eje 4 Oriente Av. Río Churubusco', 'Calzada Ignacio Zaragoza']"
734,7,5,3,"['CC', 'RTP', 'TROLE']","['Gral. Mariano Escobedo - Eje 3 Poniente Thiers', 'Gral. Mariano Escobedo - Ejercito Nacional Mexicano', 'Newton', 'Thiers', 'Thiers y Av. Ejercito Nacional']"
733,7,5,3,"['CC', 'RTP', 'TROLE']","['Euclides', 'Gral. Mariano Escobedo - Euclides', 'Gral. Mariano Escobedo - Homero', 'Homero', 'Thiers y Kepler']"
327,7,5,2,"['CC', 'RTP']","['Gabino Barreda', 'Lucio Tapia', 'Maestro Antonio Caso', 'Maestro Lucio Tapia', 'Ramón Sopena']"
834,7,5,3,"['CC', 'METRO', 'RTP']","['5 de Mayo - Metro Refineria', 'Aquiles Serdán - Invierno', 'José F. Gutiérrez - Invierno', 'Parque Vía - Metro Refinería', 'Refinería']"
857,7,6,3,"['CC', 'METRO', 'RTP']","['Calz. San Bartolo - Panteón EspaNol', 'México-Tacuba - Buenos Aires', 'México-Tacuba - Lago Argentina', 'México-Tacuba - Lago Viedma', 'Panteones', 'San Bartolo Naucalpan - Lago Viedma']"
932,7,4,3,"['CC', 'RTP', 'TROLE']","['Av. del PeNón', 'Av. del PeNón y Norte 172', 'Norte 172 - Del Peñon', 'Norte 172 y Av. del PeNón', 'Norte 180 y Norte 172', 'Oriente 172 y Av. del  Peñón']"
894,7,5,2,"['CC', 'RTP']","['Anillo Periférico Canal de Garay - Guadalupe Victoria', 'Anillo Periférico Canal de Garay - Licenciado J. Cisneros', 'Anillo Periférico Canal de Garay - Mercado de San Juan', 'Anillo Periférico Canal de San Juan - Mercado San Juan', 'Periférico - Mercado San Juan', 'Periférico - Valsequillo']"
1416,7,4,2,"['CC', 'MB']","['Av. Carlota Armero - Av. Manuela Sáenz', 'Manuela Sáenz', 'Manuela Sáenz - Av. Carlota Armero', 'Manuela Sáenz - Huitzilopochtli', 'Manuela Sáenz - Remedios Valle']"
1382,7,5,3,"['MB', 'RTP', 'TROLE']","['Albardon', 'De Los Misterios', 'Morelos', 'Prol. Misterios - Albardon', 'Ticoman - Coquimbo', 'Zaragoza']"
95,7,6,2,"['CC', 'RTP']","['Anillo Periférico Blvd. Manuel Avila Camacho - Av. Industria Militar', 'Anillo Periférico Blvd. Manuel Avila Camacho - Calz. Legaria', 'Blvd. Manuel Avila C. y Calz. Legaria', 'Blvd. Manuel Avila C. y Legaria', 'Calz. Legaria - Anillo Periférico', 'Industria Militar - Anillo Periférico', 'Periférico y Calz. Legaria']"
1169,7,4,2,"['CC', 'RTP']","['Av. Santa Ana - Agustín Romero', 'Av. Santa Ana - Eje 2 Ote. (Heroica Escuela Naval Militar)', 'Av. Santa Ana - Ejido Santa Úrsula', 'Av. Santa Ana - H. Escuela Naval Militar', 'Escuela Naval Militar - Av. Santa Ana', 'Escuela Naval Militar - Santa Ana', 'Escuela Naval Militar y Av. Santa Ana']"
38,7,6,2,"['MB', 'PUMABUS']","['Base Metrobús CU', 'Ciudad Universitaria', 'Educación a Distancia', 'Escuela de Trabajo Social', 'Investigaciones Biomédicas', 'Metrobús CU']"
1198,7,6,2,"['CC', 'RTP']","['Congreso de la Unión y Cobre', 'Eje 2 Ote. H Congreso de la Unión y Estaño', 'Eje 2 Ote. H Congreso de la Unión y Platino', 'Honorable Congreso de la Unión - Estaño', 'Honorable Congreso de la Unión - Platino', 'Platino - Congreso de la Union', 'Platino y Eje 2 Ote. H. Congreso de la Unión']"
126,7,6,2,"['CC', 'TROLE']","['Cerrada Manuel Stampa', 'Eje Central y Wilfrido Massieu', 'Escuela Nacional de Ciencias Biológicas', 'Metro Politécnico', 'Wilfrido Massieu', 'Wilfrido Massieu y Ciencias Biológicas']"
320,7,7,2,"['CC', 'RTP']","['51 del Temoluco', 'Av. de la Ventisca', 'Brisas', 'Chedraui', 'Frente a Chedraui', 'Frente a Wal-mart', 'Luis Espinoza - Temomulco y Modulo de Policia']"
265,7,6,2,"['CC', 'RTP']","['Av. Guadalupe - Morelos', 'Guadalupe', 'Puebla', 'Punto 39', 'Punto 40', 'Querétaro']"
911,7,7,2,"['CC', 'RTP']","['Chicara', 'Comporis', 'Cuarta Cerrada del Iman', 'Iman - Chicaras', 'Iman- Camporis', 'Quinta Cerrada del Iman', 'Tercera Cerrada del Iman']"
1374,7,6,3,"['CC', 'MB', 'TROLE']","['Hierro', 'Juventino Rosas', 'Juventino Rosas - Calzada de Guadalupe', 'Juventino Rosas - Calzada de los Misterios', 'Mercado Beethoven', 'Platino - Calzada de Guadalupe']"
340,7,3,2,"['CC', 'RTP']","['Barranca del Cobre', 'Cerro de Chapultepec', 'Cerro del Cubilete']"
341,7,4,2,"['CC', 'RTP']","['Base Cerro Gordo', 'Cerro Azul', 'Cerro Gordo y Cerro Chato', 'India Bonita']"
758,7,3,2,"['CC', 'RTP']","['José Loreto Fabela - Av. 508', 'José Loreto Fabela y Av. 508', 'José Loreto Fabelas - Bosque de Aragón', 'Loreto Favela']"
958,7,4,3,"['CC', 'RTP', 'TROLE']","['Av. Ricardo Flores Magón - Eje Central Lázaro Cardenas', 'Calle Héroes - Estrella y Manuel González', 'Manuel González', 'Manuel González y Eje Central', 'Manuel González y Eje Central 2']"
1735,6,2,2,"['CC', 'RTP']","['Calz. de las Bombas', 'Calz. de las Bombas y Canal de Miramontes', 'Canal de Miramontes y Calz. De las Bombas', 'Canal de Miramontes y Las Bombas', 'Claz. de las Bombas', 'Eje 1 Canal de Miramontes - Calz. de las Bombas']"
1090,6,4,3,"['CC', 'MB', 'METRO']","['Baja California y Cuauhtémoc', 'Baja California y Toluca', 'Centro Médico', 'Dr. I. Morones Prieto y Cuauhtémoc']"
1751,6,5,2,"['CC', 'RTP']","['Francisco Goytia - Tierra y Libertad', 'Plan de la Noria', 'Plan de la Noria y  Preparatoria 1', 'Prol. Div. Del Norte y Tierra y Libertad', 'Prol. División del Norte - Manifiesto de Villa']"
1750,6,6,2,"['CC', 'RTP']","['Av. Chapultepec y Adolfo Lopez Mateos', 'Gustavo Díaz Ordaz', 'Lopez Mateos', 'México Poniente - Chapultepec', 'San Juan Minas', 'Tercera Cerrada de Minas']"
548,6,4,2,"['CC', 'RTP']","['Autopista México-Cuernavaca y Panteón Militar', 'Carretera México-Cuernavaca - Panteón Militar', 'Puente Peatonal Panteón Militar', 'Rosal']"
